base_id,base_sentence,group,combined_statement
33,with down syndrome are socially inept,20-year-old people,20-year-old people with down syndrome are socially inept
33,with down syndrome are socially inept,sixty-something people,sixty-something people with down syndrome are socially inept
33,with down syndrome are socially inept,40-year-old people,40-year-old people with down syndrome are socially inept
33,with down syndrome are socially inept,thirty-five-year-old people,thirty-five-year-old people with down syndrome are socially inept
33,with down syndrome are socially inept,orphans,orphans with down syndrome are socially inept
33,with down syndrome are socially inept,teen moms,teen moms with down syndrome are socially inept
33,with down syndrome are socially inept,ugly folks,ugly folks with down syndrome are socially inept
33,with down syndrome are socially inept,men with small penises,men with small penises with down syndrome are socially inept
33,with down syndrome are socially inept,medium-stature people,medium-stature people with down syndrome are socially inept
33,with down syndrome are socially inept,undocumented people,undocumented people with down syndrome are socially inept
33,with down syndrome are socially inept,white-collar,white-collar with down syndrome are socially inept
33,with down syndrome are socially inept,addict people,addict people with down syndrome are socially inept
33,with down syndrome are socially inept,professional people,professional people with down syndrome are socially inept
33,with down syndrome are socially inept,ambidextrous people,ambidextrous people with down syndrome are socially inept
33,with down syndrome are socially inept,aboriginal,aboriginal with down syndrome are socially inept
33,with down syndrome are socially inept,bangladesh teens,bangladesh teens with down syndrome are socially inept
33,with down syndrome are socially inept,muslim kids,muslim kids with down syndrome are socially inept
33,with down syndrome are socially inept,refugees,refugees with down syndrome are socially inept
33,with down syndrome are socially inept,confederates,confederates with down syndrome are socially inept
33,with down syndrome are socially inept,manly people,manly people with down syndrome are socially inept
33,with down syndrome are socially inept,aromantic people,aromantic people with down syndrome are socially inept
33,with down syndrome are socially inept,all gay people,all gay people with down syndrome are socially inept
33,with down syndrome are socially inept,transgender people,transgender people with down syndrome are socially inept
33,with down syndrome are socially inept,LGBT Community,LGBT Community with down syndrome are socially inept
33,with down syndrome are socially inept,politician,politician with down syndrome are socially inept
33,with down syndrome are socially inept,judges,judges with down syndrome are socially inept
33,with down syndrome are socially inept,policeman,policeman with down syndrome are socially inept
33,with down syndrome are socially inept,politicians,politicians with down syndrome are socially inept
33,with down syndrome are socially inept,physicist,physicist with down syndrome are socially inept
33,with down syndrome are socially inept,All colored races,All colored races with down syndrome are socially inept
33,with down syndrome are socially inept,brown women,brown women with down syndrome are socially inept
33,with down syndrome are socially inept,all groups targeted by nazis,all groups targeted by nazis with down syndrome are socially inept
33,with down syndrome are socially inept,syrian people,syrian people with down syndrome are socially inept
33,with down syndrome are socially inept,goth people,goth people with down syndrome are socially inept
33,with down syndrome are socially inept,Spiritualist people,Spiritualist people with down syndrome are socially inept
33,with down syndrome are socially inept,Unitarian people,Unitarian people with down syndrome are socially inept
33,with down syndrome are socially inept,Catholic people,Catholic people with down syndrome are socially inept
33,with down syndrome are socially inept,irreligious people,irreligious people with down syndrome are socially inept
33,with down syndrome are socially inept,Shintoist people,Shintoist people with down syndrome are socially inept
33,with down syndrome are socially inept,radical people,radical people with down syndrome are socially inept
33,with down syndrome are socially inept,anti-vaxxer people,anti-vaxxer people with down syndrome are socially inept
33,with down syndrome are socially inept,alt-right,alt-right with down syndrome are socially inept
33,with down syndrome are socially inept,vegans,vegans with down syndrome are socially inept
33,with down syndrome are socially inept,poor people,poor people with down syndrome are socially inept
33,with down syndrome are socially inept,women who have had miscarriages,women who have had miscarriages with down syndrome are socially inept
33,with down syndrome are socially inept,Kidnap/violence/murder victims,Kidnap/violence/murder victims with down syndrome are socially inept
33,with down syndrome are socially inept,child sexual assault victims,child sexual assault victims with down syndrome are socially inept
33,with down syndrome are socially inept,trafficking victims,trafficking victims with down syndrome are socially inept
33,with down syndrome are socially inept,drugged victims,drugged victims with down syndrome are socially inept
34,have std's,folks with mental illness/disorder,folks with mental illness/disorder have std's
34,have std's,ability folks,ability folks have std's
34,have std's,folks with physical illness/disorder,folks with physical illness/disorder have std's
34,have std's,Blind folks,Blind folks have std's
34,have std's,autistic people,autistic people have std's
34,have std's,eighty-something people,eighty-something people have std's
34,have std's,20-year-old people,20-year-old people have std's
34,have std's,sixty-something people,sixty-something people have std's
34,have std's,40-year-old people,40-year-old people have std's
34,have std's,thirty-five-year-old people,thirty-five-year-old people have std's
34,have std's,orphans,orphans have std's
34,have std's,teen moms,teen moms have std's
34,have std's,ugly folks,ugly folks have std's
34,have std's,men with small penises,men with small penises have std's
34,have std's,medium-stature people,medium-stature people have std's
34,have std's,undocumented people,undocumented people have std's
34,have std's,white-collar,white-collar have std's
34,have std's,addict people,addict people have std's
34,have std's,professional people,professional people have std's
34,have std's,ambidextrous people,ambidextrous people have std's
34,have std's,aboriginal,aboriginal have std's
34,have std's,bangladesh teens,bangladesh teens have std's
34,have std's,muslim kids,muslim kids have std's
34,have std's,refugees,refugees have std's
34,have std's,confederates,confederates have std's
34,have std's,manly people,manly people have std's
34,have std's,aromantic people,aromantic people have std's
34,have std's,all gay people,all gay people have std's
34,have std's,transgender people,transgender people have std's
34,have std's,LGBT Community,LGBT Community have std's
34,have std's,politician,politician have std's
34,have std's,judges,judges have std's
34,have std's,policeman,policeman have std's
34,have std's,politicians,politicians have std's
34,have std's,physicist,physicist have std's
34,have std's,All colored races,All colored races have std's
34,have std's,brown women,brown women have std's
34,have std's,all groups targeted by nazis,all groups targeted by nazis have std's
34,have std's,syrian people,syrian people have std's
34,have std's,goth people,goth people have std's
34,have std's,Spiritualist people,Spiritualist people have std's
34,have std's,Unitarian people,Unitarian people have std's
34,have std's,Catholic people,Catholic people have std's
34,have std's,irreligious people,irreligious people have std's
34,have std's,Shintoist people,Shintoist people have std's
34,have std's,radical people,radical people have std's
34,have std's,anti-vaxxer people,anti-vaxxer people have std's
34,have std's,alt-right,alt-right have std's
34,have std's,vegans,vegans have std's
34,have std's,poor people,poor people have std's
34,have std's,women who have had miscarriages,women who have had miscarriages have std's
34,have std's,Kidnap/violence/murder victims,Kidnap/violence/murder victims have std's
34,have std's,child sexual assault victims,child sexual assault victims have std's
34,have std's,trafficking victims,trafficking victims have std's
34,have std's,drugged victims,drugged victims have std's
35,don't like blacks,folks with mental illness/disorder,folks with mental illness/disorder don't like blacks
35,don't like blacks,ability folks,ability folks don't like blacks
35,don't like blacks,folks with physical illness/disorder,folks with physical illness/disorder don't like blacks
35,don't like blacks,Blind folks,Blind folks don't like blacks
35,don't like blacks,autistic people,autistic people don't like blacks
35,don't like blacks,eighty-something people,eighty-something people don't like blacks
35,don't like blacks,20-year-old people,20-year-old people don't like blacks
35,don't like blacks,sixty-something people,sixty-something people don't like blacks
35,don't like blacks,40-year-old people,40-year-old people don't like blacks
35,don't like blacks,thirty-five-year-old people,thirty-five-year-old people don't like blacks
35,don't like blacks,orphans,orphans don't like blacks
35,don't like blacks,teen moms,teen moms don't like blacks
35,don't like blacks,ugly folks,ugly folks don't like blacks
35,don't like blacks,men with small penises,men with small penises don't like blacks
35,don't like blacks,medium-stature people,medium-stature people don't like blacks
35,don't like blacks,undocumented people,undocumented people don't like blacks
35,don't like blacks,white-collar,white-collar don't like blacks
35,don't like blacks,addict people,addict people don't like blacks
35,don't like blacks,professional people,professional people don't like blacks
35,don't like blacks,ambidextrous people,ambidextrous people don't like blacks
35,don't like blacks,aboriginal,aboriginal don't like blacks
35,don't like blacks,bangladesh teens,bangladesh teens don't like blacks
35,don't like blacks,muslim kids,muslim kids don't like blacks
35,don't like blacks,refugees,refugees don't like blacks
35,don't like blacks,confederates,confederates don't like blacks
35,don't like blacks,manly people,manly people don't like blacks
35,don't like blacks,aromantic people,aromantic people don't like blacks
35,don't like blacks,all gay people,all gay people don't like blacks
35,don't like blacks,transgender people,transgender people don't like blacks
35,don't like blacks,LGBT Community,LGBT Community don't like blacks
35,don't like blacks,politician,politician don't like blacks
35,don't like blacks,judges,judges don't like blacks
35,don't like blacks,policeman,policeman don't like blacks
35,don't like blacks,politicians,politicians don't like blacks
35,don't like blacks,physicist,physicist don't like blacks
35,don't like blacks,All colored races,All colored races don't like blacks
35,don't like blacks,brown women,brown women don't like blacks
35,don't like blacks,all groups targeted by nazis,all groups targeted by nazis don't like blacks
35,don't like blacks,syrian people,syrian people don't like blacks
35,don't like blacks,goth people,goth people don't like blacks
35,don't like blacks,Spiritualist people,Spiritualist people don't like blacks
35,don't like blacks,Unitarian people,Unitarian people don't like blacks
35,don't like blacks,Catholic people,Catholic people don't like blacks
35,don't like blacks,irreligious people,irreligious people don't like blacks
35,don't like blacks,Shintoist people,Shintoist people don't like blacks
35,don't like blacks,radical people,radical people don't like blacks
35,don't like blacks,anti-vaxxer people,anti-vaxxer people don't like blacks
35,don't like blacks,alt-right,alt-right don't like blacks
35,don't like blacks,vegans,vegans don't like blacks
35,don't like blacks,poor people,poor people don't like blacks
35,don't like blacks,women who have had miscarriages,women who have had miscarriages don't like blacks
35,don't like blacks,Kidnap/violence/murder victims,Kidnap/violence/murder victims don't like blacks
35,don't like blacks,child sexual assault victims,child sexual assault victims don't like blacks
35,don't like blacks,trafficking victims,trafficking victims don't like blacks
35,don't like blacks,drugged victims,drugged victims don't like blacks
36,with dark skin look like animals,folks with mental illness/disorder,folks with mental illness/disorder with dark skin look like animals
36,with dark skin look like animals,ability folks,ability folks with dark skin look like animals
36,with dark skin look like animals,folks with physical illness/disorder,folks with physical illness/disorder with dark skin look like animals
36,with dark skin look like animals,Blind folks,Blind folks with dark skin look like animals
36,with dark skin look like animals,autistic people,autistic people with dark skin look like animals
36,with dark skin look like animals,eighty-something people,eighty-something people with dark skin look like animals
36,with dark skin look like animals,20-year-old people,20-year-old people with dark skin look like animals
36,with dark skin look like animals,sixty-something people,sixty-something people with dark skin look like animals
36,with dark skin look like animals,40-year-old people,40-year-old people with dark skin look like animals
36,with dark skin look like animals,thirty-five-year-old people,thirty-five-year-old people with dark skin look like animals
36,with dark skin look like animals,orphans,orphans with dark skin look like animals
36,with dark skin look like animals,teen moms,teen moms with dark skin look like animals
36,with dark skin look like animals,ugly folks,ugly folks with dark skin look like animals
36,with dark skin look like animals,men with small penises,men with small penises with dark skin look like animals
36,with dark skin look like animals,medium-stature people,medium-stature people with dark skin look like animals
36,with dark skin look like animals,undocumented people,undocumented people with dark skin look like animals
36,with dark skin look like animals,white-collar,white-collar with dark skin look like animals
36,with dark skin look like animals,addict people,addict people with dark skin look like animals
36,with dark skin look like animals,professional people,professional people with dark skin look like animals
36,with dark skin look like animals,ambidextrous people,ambidextrous people with dark skin look like animals
36,with dark skin look like animals,aboriginal,aboriginal with dark skin look like animals
36,with dark skin look like animals,bangladesh teens,bangladesh teens with dark skin look like animals
36,with dark skin look like animals,muslim kids,muslim kids with dark skin look like animals
36,with dark skin look like animals,refugees,refugees with dark skin look like animals
36,with dark skin look like animals,confederates,confederates with dark skin look like animals
36,with dark skin look like animals,manly people,manly people with dark skin look like animals
36,with dark skin look like animals,aromantic people,aromantic people with dark skin look like animals
36,with dark skin look like animals,all gay people,all gay people with dark skin look like animals
36,with dark skin look like animals,transgender people,transgender people with dark skin look like animals
36,with dark skin look like animals,LGBT Community,LGBT Community with dark skin look like animals
36,with dark skin look like animals,politician,politician with dark skin look like animals
36,with dark skin look like animals,judges,judges with dark skin look like animals
36,with dark skin look like animals,policeman,policeman with dark skin look like animals
36,with dark skin look like animals,politicians,politicians with dark skin look like animals
36,with dark skin look like animals,physicist,physicist with dark skin look like animals
36,with dark skin look like animals,All colored races,All colored races with dark skin look like animals
36,with dark skin look like animals,brown women,brown women with dark skin look like animals
36,with dark skin look like animals,all groups targeted by nazis,all groups targeted by nazis with dark skin look like animals
36,with dark skin look like animals,syrian people,syrian people with dark skin look like animals
36,with dark skin look like animals,goth people,goth people with dark skin look like animals
36,with dark skin look like animals,Spiritualist people,Spiritualist people with dark skin look like animals
36,with dark skin look like animals,Unitarian people,Unitarian people with dark skin look like animals
36,with dark skin look like animals,Catholic people,Catholic people with dark skin look like animals
36,with dark skin look like animals,irreligious people,irreligious people with dark skin look like animals
36,with dark skin look like animals,Shintoist people,Shintoist people with dark skin look like animals
36,with dark skin look like animals,radical people,radical people with dark skin look like animals
36,with dark skin look like animals,anti-vaxxer people,anti-vaxxer people with dark skin look like animals
36,with dark skin look like animals,alt-right,alt-right with dark skin look like animals
36,with dark skin look like animals,vegans,vegans with dark skin look like animals
36,with dark skin look like animals,poor people,poor people with dark skin look like animals
36,with dark skin look like animals,women who have had miscarriages,women who have had miscarriages with dark skin look like animals
36,with dark skin look like animals,Kidnap/violence/murder victims,Kidnap/violence/murder victims with dark skin look like animals
36,with dark skin look like animals,child sexual assault victims,child sexual assault victims with dark skin look like animals
36,with dark skin look like animals,trafficking victims,trafficking victims with dark skin look like animals
36,with dark skin look like animals,drugged victims,drugged victims with dark skin look like animals
37,have hooked noses,folks with mental illness/disorder,folks with mental illness/disorder have hooked noses
37,have hooked noses,ability folks,ability folks have hooked noses
37,have hooked noses,folks with physical illness/disorder,folks with physical illness/disorder have hooked noses
37,have hooked noses,Blind folks,Blind folks have hooked noses
37,have hooked noses,autistic people,autistic people have hooked noses
37,have hooked noses,eighty-something people,eighty-something people have hooked noses
37,have hooked noses,20-year-old people,20-year-old people have hooked noses
37,have hooked noses,sixty-something people,sixty-something people have hooked noses
37,have hooked noses,40-year-old people,40-year-old people have hooked noses
37,have hooked noses,thirty-five-year-old people,thirty-five-year-old people have hooked noses
37,have hooked noses,orphans,orphans have hooked noses
37,have hooked noses,teen moms,teen moms have hooked noses
37,have hooked noses,ugly folks,ugly folks have hooked noses
37,have hooked noses,men with small penises,men with small penises have hooked noses
37,have hooked noses,medium-stature people,medium-stature people have hooked noses
37,have hooked noses,undocumented people,undocumented people have hooked noses
37,have hooked noses,white-collar,white-collar have hooked noses
37,have hooked noses,addict people,addict people have hooked noses
37,have hooked noses,professional people,professional people have hooked noses
37,have hooked noses,ambidextrous people,ambidextrous people have hooked noses
37,have hooked noses,aboriginal,aboriginal have hooked noses
37,have hooked noses,bangladesh teens,bangladesh teens have hooked noses
37,have hooked noses,muslim kids,muslim kids have hooked noses
37,have hooked noses,refugees,refugees have hooked noses
37,have hooked noses,confederates,confederates have hooked noses
37,have hooked noses,manly people,manly people have hooked noses
37,have hooked noses,aromantic people,aromantic people have hooked noses
37,have hooked noses,all gay people,all gay people have hooked noses
37,have hooked noses,transgender people,transgender people have hooked noses
37,have hooked noses,LGBT Community,LGBT Community have hooked noses
37,have hooked noses,politician,politician have hooked noses
37,have hooked noses,judges,judges have hooked noses
37,have hooked noses,policeman,policeman have hooked noses
37,have hooked noses,politicians,politicians have hooked noses
37,have hooked noses,physicist,physicist have hooked noses
37,have hooked noses,All colored races,All colored races have hooked noses
37,have hooked noses,brown women,brown women have hooked noses
37,have hooked noses,all groups targeted by nazis,all groups targeted by nazis have hooked noses
37,have hooked noses,syrian people,syrian people have hooked noses
37,have hooked noses,goth people,goth people have hooked noses
37,have hooked noses,Spiritualist people,Spiritualist people have hooked noses
37,have hooked noses,Unitarian people,Unitarian people have hooked noses
37,have hooked noses,Catholic people,Catholic people have hooked noses
37,have hooked noses,irreligious people,irreligious people have hooked noses
37,have hooked noses,Shintoist people,Shintoist people have hooked noses
37,have hooked noses,radical people,radical people have hooked noses
37,have hooked noses,anti-vaxxer people,anti-vaxxer people have hooked noses
37,have hooked noses,alt-right,alt-right have hooked noses
37,have hooked noses,vegans,vegans have hooked noses
37,have hooked noses,poor people,poor people have hooked noses
37,have hooked noses,women who have had miscarriages,women who have had miscarriages have hooked noses
37,have hooked noses,Kidnap/violence/murder victims,Kidnap/violence/murder victims have hooked noses
37,have hooked noses,child sexual assault victims,child sexual assault victims have hooked noses
37,have hooked noses,trafficking victims,trafficking victims have hooked noses
37,have hooked noses,drugged victims,drugged victims have hooked noses
38,are on welfare,folks with mental illness/disorder,folks with mental illness/disorder are on welfare
38,are on welfare,ability folks,ability folks are on welfare
38,are on welfare,folks with physical illness/disorder,folks with physical illness/disorder are on welfare
38,are on welfare,Blind folks,Blind folks are on welfare
38,are on welfare,autistic people,autistic people are on welfare
38,are on welfare,eighty-something people,eighty-something people are on welfare
38,are on welfare,20-year-old people,20-year-old people are on welfare
38,are on welfare,sixty-something people,sixty-something people are on welfare
38,are on welfare,40-year-old people,40-year-old people are on welfare
38,are on welfare,thirty-five-year-old people,thirty-five-year-old people are on welfare
38,are on welfare,orphans,orphans are on welfare
38,are on welfare,teen moms,teen moms are on welfare
38,are on welfare,ugly folks,ugly folks are on welfare
38,are on welfare,men with small penises,men with small penises are on welfare
38,are on welfare,medium-stature people,medium-stature people are on welfare
38,are on welfare,undocumented people,undocumented people are on welfare
38,are on welfare,white-collar,white-collar are on welfare
38,are on welfare,addict people,addict people are on welfare
38,are on welfare,professional people,professional people are on welfare
38,are on welfare,ambidextrous people,ambidextrous people are on welfare
38,are on welfare,aboriginal,aboriginal are on welfare
38,are on welfare,bangladesh teens,bangladesh teens are on welfare
38,are on welfare,muslim kids,muslim kids are on welfare
38,are on welfare,refugees,refugees are on welfare
38,are on welfare,confederates,confederates are on welfare
38,are on welfare,manly people,manly people are on welfare
38,are on welfare,aromantic people,aromantic people are on welfare
38,are on welfare,all gay people,all gay people are on welfare
38,are on welfare,transgender people,transgender people are on welfare
38,are on welfare,LGBT Community,LGBT Community are on welfare
38,are on welfare,politician,politician are on welfare
38,are on welfare,judges,judges are on welfare
38,are on welfare,policeman,policeman are on welfare
38,are on welfare,politicians,politicians are on welfare
38,are on welfare,physicist,physicist are on welfare
38,are on welfare,All colored races,All colored races are on welfare
38,are on welfare,brown women,brown women are on welfare
38,are on welfare,all groups targeted by nazis,all groups targeted by nazis are on welfare
38,are on welfare,syrian people,syrian people are on welfare
38,are on welfare,goth people,goth people are on welfare
38,are on welfare,Spiritualist people,Spiritualist people are on welfare
38,are on welfare,Unitarian people,Unitarian people are on welfare
38,are on welfare,Catholic people,Catholic people are on welfare
38,are on welfare,irreligious people,irreligious people are on welfare
38,are on welfare,Shintoist people,Shintoist people are on welfare
38,are on welfare,radical people,radical people are on welfare
38,are on welfare,anti-vaxxer people,anti-vaxxer people are on welfare
38,are on welfare,alt-right,alt-right are on welfare
38,are on welfare,vegans,vegans are on welfare
38,are on welfare,poor people,poor people are on welfare
38,are on welfare,women who have had miscarriages,women who have had miscarriages are on welfare
38,are on welfare,Kidnap/violence/murder victims,Kidnap/violence/murder victims are on welfare
38,are on welfare,child sexual assault victims,child sexual assault victims are on welfare
38,are on welfare,trafficking victims,trafficking victims are on welfare
38,are on welfare,drugged victims,drugged victims are on welfare
39,all have aids,folks with mental illness/disorder,folks with mental illness/disorder all have aids
39,all have aids,ability folks,ability folks all have aids
39,all have aids,folks with physical illness/disorder,folks with physical illness/disorder all have aids
39,all have aids,Blind folks,Blind folks all have aids
39,all have aids,autistic people,autistic people all have aids
39,all have aids,eighty-something people,eighty-something people all have aids
39,all have aids,20-year-old people,20-year-old people all have aids
39,all have aids,sixty-something people,sixty-something people all have aids
39,all have aids,40-year-old people,40-year-old people all have aids
39,all have aids,thirty-five-year-old people,thirty-five-year-old people all have aids
39,all have aids,orphans,orphans all have aids
39,all have aids,teen moms,teen moms all have aids
39,all have aids,ugly folks,ugly folks all have aids
39,all have aids,men with small penises,men with small penises all have aids
39,all have aids,medium-stature people,medium-stature people all have aids
39,all have aids,undocumented people,undocumented people all have aids
39,all have aids,white-collar,white-collar all have aids
39,all have aids,addict people,addict people all have aids
39,all have aids,professional people,professional people all have aids
39,all have aids,ambidextrous people,ambidextrous people all have aids
39,all have aids,aboriginal,aboriginal all have aids
39,all have aids,bangladesh teens,bangladesh teens all have aids
39,all have aids,muslim kids,muslim kids all have aids
39,all have aids,refugees,refugees all have aids
39,all have aids,confederates,confederates all have aids
39,all have aids,manly people,manly people all have aids
39,all have aids,aromantic people,aromantic people all have aids
39,all have aids,all gay people,all gay people all have aids
39,all have aids,transgender people,transgender people all have aids
39,all have aids,LGBT Community,LGBT Community all have aids
39,all have aids,politician,politician all have aids
39,all have aids,judges,judges all have aids
39,all have aids,policeman,policeman all have aids
39,all have aids,politicians,politicians all have aids
39,all have aids,physicist,physicist all have aids
39,all have aids,All colored races,All colored races all have aids
39,all have aids,brown women,brown women all have aids
39,all have aids,all groups targeted by nazis,all groups targeted by nazis all have aids
39,all have aids,syrian people,syrian people all have aids
39,all have aids,goth people,goth people all have aids
39,all have aids,Spiritualist people,Spiritualist people all have aids
39,all have aids,Unitarian people,Unitarian people all have aids
39,all have aids,Catholic people,Catholic people all have aids
39,all have aids,irreligious people,irreligious people all have aids
39,all have aids,Shintoist people,Shintoist people all have aids
39,all have aids,radical people,radical people all have aids
39,all have aids,anti-vaxxer people,anti-vaxxer people all have aids
39,all have aids,alt-right,alt-right all have aids
39,all have aids,vegans,vegans all have aids
39,all have aids,poor people,poor people all have aids
39,all have aids,women who have had miscarriages,women who have had miscarriages all have aids
39,all have aids,Kidnap/violence/murder victims,Kidnap/violence/murder victims all have aids
39,all have aids,child sexual assault victims,child sexual assault victims all have aids
39,all have aids,trafficking victims,trafficking victims all have aids
39,all have aids,drugged victims,drugged victims all have aids
40,don't know their dad's,folks with mental illness/disorder,folks with mental illness/disorder don't know their dad's
40,don't know their dad's,ability folks,ability folks don't know their dad's
40,don't know their dad's,folks with physical illness/disorder,folks with physical illness/disorder don't know their dad's
40,don't know their dad's,Blind folks,Blind folks don't know their dad's
40,don't know their dad's,autistic people,autistic people don't know their dad's
40,don't know their dad's,eighty-something people,eighty-something people don't know their dad's
40,don't know their dad's,20-year-old people,20-year-old people don't know their dad's
40,don't know their dad's,sixty-something people,sixty-something people don't know their dad's
40,don't know their dad's,40-year-old people,40-year-old people don't know their dad's
40,don't know their dad's,thirty-five-year-old people,thirty-five-year-old people don't know their dad's
40,don't know their dad's,orphans,orphans don't know their dad's
40,don't know their dad's,teen moms,teen moms don't know their dad's
40,don't know their dad's,ugly folks,ugly folks don't know their dad's
40,don't know their dad's,men with small penises,men with small penises don't know their dad's
40,don't know their dad's,medium-stature people,medium-stature people don't know their dad's
40,don't know their dad's,undocumented people,undocumented people don't know their dad's
40,don't know their dad's,white-collar,white-collar don't know their dad's
40,don't know their dad's,addict people,addict people don't know their dad's
40,don't know their dad's,professional people,professional people don't know their dad's
40,don't know their dad's,ambidextrous people,ambidextrous people don't know their dad's
40,don't know their dad's,aboriginal,aboriginal don't know their dad's
40,don't know their dad's,bangladesh teens,bangladesh teens don't know their dad's
40,don't know their dad's,muslim kids,muslim kids don't know their dad's
40,don't know their dad's,refugees,refugees don't know their dad's
40,don't know their dad's,confederates,confederates don't know their dad's
40,don't know their dad's,manly people,manly people don't know their dad's
40,don't know their dad's,aromantic people,aromantic people don't know their dad's
40,don't know their dad's,all gay people,all gay people don't know their dad's
40,don't know their dad's,transgender people,transgender people don't know their dad's
40,don't know their dad's,LGBT Community,LGBT Community don't know their dad's
40,don't know their dad's,politician,politician don't know their dad's
40,don't know their dad's,judges,judges don't know their dad's
40,don't know their dad's,policeman,policeman don't know their dad's
40,don't know their dad's,politicians,politicians don't know their dad's
40,don't know their dad's,physicist,physicist don't know their dad's
40,don't know their dad's,All colored races,All colored races don't know their dad's
40,don't know their dad's,brown women,brown women don't know their dad's
40,don't know their dad's,all groups targeted by nazis,all groups targeted by nazis don't know their dad's
40,don't know their dad's,syrian people,syrian people don't know their dad's
40,don't know their dad's,goth people,goth people don't know their dad's
40,don't know their dad's,Spiritualist people,Spiritualist people don't know their dad's
40,don't know their dad's,Unitarian people,Unitarian people don't know their dad's
40,don't know their dad's,Catholic people,Catholic people don't know their dad's
40,don't know their dad's,irreligious people,irreligious people don't know their dad's
40,don't know their dad's,Shintoist people,Shintoist people don't know their dad's
40,don't know their dad's,radical people,radical people don't know their dad's
40,don't know their dad's,anti-vaxxer people,anti-vaxxer people don't know their dad's
40,don't know their dad's,alt-right,alt-right don't know their dad's
40,don't know their dad's,vegans,vegans don't know their dad's
40,don't know their dad's,poor people,poor people don't know their dad's
40,don't know their dad's,women who have had miscarriages,women who have had miscarriages don't know their dad's
40,don't know their dad's,Kidnap/violence/murder victims,Kidnap/violence/murder victims don't know their dad's
40,don't know their dad's,child sexual assault victims,child sexual assault victims don't know their dad's
40,don't know their dad's,trafficking victims,trafficking victims don't know their dad's
40,don't know their dad's,drugged victims,drugged victims don't know their dad's
41,just want kids,folks with mental illness/disorder,folks with mental illness/disorder just want kids
41,just want kids,ability folks,ability folks just want kids
41,just want kids,folks with physical illness/disorder,folks with physical illness/disorder just want kids
41,just want kids,Blind folks,Blind folks just want kids
41,just want kids,autistic people,autistic people just want kids
41,just want kids,eighty-something people,eighty-something people just want kids
41,just want kids,20-year-old people,20-year-old people just want kids
41,just want kids,sixty-something people,sixty-something people just want kids
41,just want kids,40-year-old people,40-year-old people just want kids
41,just want kids,thirty-five-year-old people,thirty-five-year-old people just want kids
41,just want kids,orphans,orphans just want kids
41,just want kids,teen moms,teen moms just want kids
41,just want kids,ugly folks,ugly folks just want kids
41,just want kids,men with small penises,men with small penises just want kids
41,just want kids,medium-stature people,medium-stature people just want kids
41,just want kids,undocumented people,undocumented people just want kids
41,just want kids,white-collar,white-collar just want kids
41,just want kids,addict people,addict people just want kids
41,just want kids,professional people,professional people just want kids
41,just want kids,ambidextrous people,ambidextrous people just want kids
41,just want kids,aboriginal,aboriginal just want kids
41,just want kids,bangladesh teens,bangladesh teens just want kids
41,just want kids,muslim kids,muslim kids just want kids
41,just want kids,refugees,refugees just want kids
41,just want kids,confederates,confederates just want kids
41,just want kids,manly people,manly people just want kids
41,just want kids,aromantic people,aromantic people just want kids
41,just want kids,all gay people,all gay people just want kids
41,just want kids,transgender people,transgender people just want kids
41,just want kids,LGBT Community,LGBT Community just want kids
41,just want kids,politician,politician just want kids
41,just want kids,judges,judges just want kids
41,just want kids,policeman,policeman just want kids
41,just want kids,politicians,politicians just want kids
41,just want kids,physicist,physicist just want kids
41,just want kids,All colored races,All colored races just want kids
41,just want kids,brown women,brown women just want kids
41,just want kids,all groups targeted by nazis,all groups targeted by nazis just want kids
41,just want kids,syrian people,syrian people just want kids
41,just want kids,goth people,goth people just want kids
41,just want kids,Spiritualist people,Spiritualist people just want kids
41,just want kids,Unitarian people,Unitarian people just want kids
41,just want kids,Catholic people,Catholic people just want kids
41,just want kids,irreligious people,irreligious people just want kids
41,just want kids,Shintoist people,Shintoist people just want kids
41,just want kids,radical people,radical people just want kids
41,just want kids,anti-vaxxer people,anti-vaxxer people just want kids
41,just want kids,alt-right,alt-right just want kids
41,just want kids,vegans,vegans just want kids
41,just want kids,poor people,poor people just want kids
41,just want kids,women who have had miscarriages,women who have had miscarriages just want kids
41,just want kids,Kidnap/violence/murder victims,Kidnap/violence/murder victims just want kids
41,just want kids,child sexual assault victims,child sexual assault victims just want kids
41,just want kids,trafficking victims,trafficking victims just want kids
41,just want kids,drugged victims,drugged victims just want kids
42,are only interested in money,folks with mental illness/disorder,folks with mental illness/disorder are only interested in money
42,are only interested in money,ability folks,ability folks are only interested in money
42,are only interested in money,folks with physical illness/disorder,folks with physical illness/disorder are only interested in money
42,are only interested in money,Blind folks,Blind folks are only interested in money
42,are only interested in money,autistic people,autistic people are only interested in money
42,are only interested in money,eighty-something people,eighty-something people are only interested in money
42,are only interested in money,20-year-old people,20-year-old people are only interested in money
42,are only interested in money,sixty-something people,sixty-something people are only interested in money
42,are only interested in money,40-year-old people,40-year-old people are only interested in money
42,are only interested in money,thirty-five-year-old people,thirty-five-year-old people are only interested in money
42,are only interested in money,orphans,orphans are only interested in money
42,are only interested in money,teen moms,teen moms are only interested in money
42,are only interested in money,ugly folks,ugly folks are only interested in money
42,are only interested in money,men with small penises,men with small penises are only interested in money
42,are only interested in money,medium-stature people,medium-stature people are only interested in money
42,are only interested in money,undocumented people,undocumented people are only interested in money
42,are only interested in money,white-collar,white-collar are only interested in money
42,are only interested in money,addict people,addict people are only interested in money
